*** *** Fz 1
descripcion descripcion VMIS3P0 0.923476
digno digno AQ0MS0 0.97439
para para SPS00 0.999103
la el DA0FS0 0.972269
atención atención NCFS000 0.992424
integral integral AQ0CS0 0.6277
de de SPS00 1
el el DA0MS0 1
paciente paciente NCCS000 0.352749
con con SPS00 1
necesidades necesidad NCFP000 1
protésicas protésico AQ0FP0 1
que que PR0CN000 0.562517
acuden acudir VMIP3P0 1
a a SPS00 0.996023
nuestras nuestro DP1FPP 0.994186
instalaciones instalación NCFP000 1
. . Fp 1

